cod_mun,Município,UF,Area equipada total   ,area_arroz,Area equipada por irrigação por Municipio (Café),Area equipada por Municipio (cana de açucar, Irrigada e Fertirrigada),Area equipada por irrigação por Municipio (Outras culturas),Area potencial de ser colhida irrigada por municipio por cultura  (Arroz ),Area potencial de ser colhida irrigada por municipio por cultura  (Café),Area potencial de ser colhida irrigada por municipio por cultura (Cana),Area potencial de ser colhida irrigada por municipio por cultura (Outras Culturas),Area potencial de ser colhida irrigada por municipio por cultura ,Valor da produção total do município (1000 R$) do Arroz ,Valor da produção total do município (1000 R$) do Café ,Valor da produção total do município (1000 R$) da cana de açucar (Irrigada e Fertirrigada) ,Valor da produção total do município (1000 R$) de Outras Culturas ,Valor da produção total do município (1000 R$) ,Area Colhida por municipio (ha) de arroz ,Area Colhida por municipio (ha) Café ,Area Colhida por municipio (ha) cana de açucar (Irrigada e Fertirrigada),Area Colhida  por municipio (ha) Outras Culturas  ,Area Colhida total  (ha) por municipio ,taxa_arroz,Taxa regional media de produção de Café (1000R$/ha) ,Taxa regional media de produção de Cana (1000R$/ha) ,Taxa regional media de produção de Demais culturas (1000R$/ha) ,Taxa regional media de produção (1000R$/ha) ,Produção irrigada por Municipio por cultura (Arroz) (1000 R$),Produção irrigada por Municipio por cultura (Café) (1000 R$),Produção irrigada por Municipio por cultura (Cana) (1000 R$),Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$),Produção irrigada por Municipio (1000 R$)
2912608,Ibiquera,BA,4,0,0,0,4,0,0,0,10,10,-,-,-,"R$ 795,00","R$ 795,00",-,-,-,376,376,0,0,0,"2,114361702","2,114361702","R$ 0,00","R$ 0,00","R$ 0,00","R$ 21,14","R$ 21,14",
2912707,Ibirapitanga,BA,51,0,0,0,51,0,0,0,"127,5","127,5",-,"R$ 860,00",-,"R$ 432.224,00","R$ 433.084,00",-,59,-,20445,20504,0,"14,57627119",0,"21,14081683","21,12192743","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.695,45","R$ 2.695,45",
2912806,Ibirapuã,BA,1.879,0,0,1.118,761,0,0,1118,"1902,5","3020,5",-,"R$ 8.282,00","R$ 50.073,00","R$ 13.359,00","R$ 71.714,00",-,238,5600,593,6431,0,"34,79831933","8,941607143","22,52782462","11,1512984","R$ 0,00","R$ 0,00","R$ 9.996,72","R$ 42.859,19","R$ 52.855,90",
2912905,Ibirataia,BA,8,0,0,0,8,0,0,0,20,20,-,"R$ 22,00","R$ 45,00","R$ 141.921,00","R$ 141.988,00",-,4,18,9321,9343,0,"5,5","2,5","15,22594142","15,19725998","R$ 0,00","R$ 0,00","R$ 0,00","R$ 304,52","R$ 304,52",
2913002,Ibitiara,BA,109,0,0,0,109,0,0,0,"272,5","272,5",-,"R$ 20,00",-,"R$ 1.323,00","R$ 1.343,00",-,4,-,627,631,0,5,0,"2,110047847","2,12836767","R$ 0,00","R$ 0,00","R$ 0,00","R$ 574,99","R$ 574,99",
2913101,Ibititá,BA,1.992,0,0,0,1.992,0,0,0,4980,4980,-,-,-,"R$ 83.907,00","R$ 83.907,00",-,-,-,6347,6347,0,0,0,"13,21994643","13,21994643","R$ 0,00","R$ 0,00","R$ 0,00","R$ 65.835,33","R$ 65.835,33",
2913200,Ibotirama,BA,476,0,0,0,475,0,0,0,"1187,5","1187,5",-,-,"R$ 9,00","R$ 1.649,00","R$ 1.658,00",-,-,10,919,929,0,0,"0,9","1,794341676","1,784714747","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.130,78","R$ 2.130,78",
2913309,Ichu,BA,22,0,0,0,22,0,0,0,55,55,-,-,-,"R$ 46,00","R$ 46,00",-,-,-,229,229,0,0,0,"0,2008733624","0,2008733624","R$ 0,00","R$ 0,00","R$ 0,00","R$ 11,05","R$ 11,05",
2913408,Igaporã,BA,211,0,0,0,211,0,0,0,"527,5","527,5",-,"R$ 55,00","R$ 108,00","R$ 3.025,00","R$ 3.188,00",-,10,36,1020,1066,0,"5,5",3,"2,965686275","2,990619137","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.564,40","R$ 1.564,40",
2913457,Igrapiúna,BA,5,0,0,0,5,0,0,0,"12,5","12,5",-,-,-,"R$ 98.645,00","R$ 98.645,00",-,-,-,13264,13264,0,0,0,"7,437047648","7,437047648","R$ 0,00","R$ 0,00","R$ 0,00","R$ 92,96","R$ 92,96",
2913507,Iguaí,BA,247,0,0,0,247,0,0,0,"617,5","617,5",-,"R$ 952,00","R$ 393,00","R$ 33.554,00","R$ 34.899,00",-,94,70,2586,2750,0,"10,12765957","5,614285714","12,97525135","12,69054545","R$ 0,00","R$ 0,00","R$ 0,00","R$ 8.012,22","R$ 8.012,22",
2913606,Ilhéus,BA,154,0,0,0,154,0,0,0,385,385,-,"R$ 9.892,00","R$ 153,00","R$ 500.162,00","R$ 510.207,00",-,249,45,44139,44433,0,"39,72690763","3,4","11,33152088","11,48261427","R$ 0,00","R$ 0,00","R$ 0,00","R$ 4.362,64","R$ 4.362,64",
2913705,Inhambupe,BA,1.770,0,0,0,1.770,0,0,0,4425,4425,-,-,-,"R$ 196.189,00","R$ 196.189,00",-,-,-,20426,20426,0,0,0,"9,604866347","9,604866347","R$ 0,00","R$ 0,00","R$ 0,00","R$ 42.501,53","R$ 42.501,53",
2913804,Ipecaetá,BA,4,0,0,0,4,0,0,0,10,10,-,-,-,"R$ 1.289,00","R$ 1.289,00",-,-,-,5492,5492,0,0,0,"0,2347050255","0,2347050255","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2,35","R$ 2,35",
2913903,Ipiaú,BA,81,0,0,0,81,0,0,0,"202,5","202,5",-,"R$ 340,00","R$ 67,00","R$ 92.183,00","R$ 92.590,00",-,20,15,5600,5635,0,17,"4,466666667","16,46125","16,43123336","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3.333,40","R$ 3.333,40",
2914000,Ipirá,BA,76,0,0,0,76,0,0,0,190,190,-,-,-,"R$ 1.089,00","R$ 1.089,00",-,-,-,3352,3352,0,0,0,"0,3248806683","0,3248806683","R$ 0,00","R$ 0,00","R$ 0,00","R$ 61,73","R$ 61,73",
2914109,Ipupiara,BA,98,0,0,0,98,0,0,0,245,245,-,-,"R$ 11,00","R$ 630,00","R$ 641,00",-,-,3,67,70,0,0,"3,666666667","9,402985075","9,157142857","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.303,73","R$ 2.303,73",
2914208,Irajuba,BA,22,0,3,0,19,0,3,0,"47,5","50,5",-,"R$ 671,00",-,"R$ 2.690,00","R$ 3.361,00",-,60,-,418,478,0,"11,18333333",0,"6,435406699","7,031380753","R$ 0,00","R$ 33,55","R$ 0,00","R$ 305,68","R$ 339,23",
2914307,Iramaia,BA,175,0,0,0,175,0,0,0,"437,5","437,5",-,"R$ 2.420,00","R$ 17,00","R$ 7.371,00","R$ 9.808,00",-,180,36,493,709,0,"13,44444444","0,4722222222","14,95131846","13,83356841","R$ 0,00","R$ 0,00","R$ 0,00","R$ 6.541,20","R$ 6.541,20",
2914406,Iraquara,BA,1.145,0,101,0,1.044,0,101,0,2610,2711,"R$ 5,00","R$ 10.560,00","R$ 495,00","R$ 53.780,00","R$ 64.840,00",3,1000,163,4007,5173,"1,666666667","10,56","3,036809816","13,42151235","12,53431278","R$ 0,00","R$ 1.066,56","R$ 0,00","R$ 35.030,15","R$ 36.096,71",
2914505,Irará,BA,99,0,0,0,99,0,0,0,"247,5","247,5",-,-,-,"R$ 6.599,00","R$ 6.599,00",-,-,-,6745,6745,0,0,0,"0,9783543365","0,9783543365","R$ 0,00","R$ 0,00","R$ 0,00","R$ 242,14","R$ 242,14",
2914604,Irecê,BA,832,0,0,0,832,0,0,0,2080,2080,-,-,-,"R$ 11.042,00","R$ 11.042,00",-,-,-,1157,1157,0,0,0,"9,543647364","9,543647364","R$ 0,00","R$ 0,00","R$ 0,00","R$ 19.850,79","R$ 19.850,79",
2914653,Itabela,BA,3.714,0,3.714,0,0,0,3714,0,0,3714,-,"R$ 238.770,00","R$ 858,00","R$ 51.380,00","R$ 291.008,00",-,4714,100,2931,7745,0,"50,65125159","8,58","17,52985329","37,57366043","R$ 0,00","R$ 188.118,75","R$ 0,00","R$ 0,00","R$ 188.118,75",
2914703,Itaberaba,BA,1.640,0,0,0,1.640,0,0,0,4100,4100,-,-,-,"R$ 67.325,00","R$ 67.325,00",-,-,-,2662,2662,0,0,0,"25,29113449","25,29113449","R$ 0,00","R$ 0,00","R$ 0,00","R$ 103.693,65","R$ 103.693,65",
2914802,Itabuna,BA,32,0,0,0,32,0,0,0,80,80,-,-,-,"R$ 63.694,00","R$ 63.694,00",-,-,-,7600,7600,0,0,0,"8,380789474","8,380789474","R$ 0,00","R$ 0,00","R$ 0,00","R$ 670,46","R$ 670,46",
2914901,Itacaré,BA,124,0,0,0,124,0,0,0,310,310,-,"R$ 1.207,00","R$ 191,00","R$ 225.765,00","R$ 227.163,00",-,42,60,18533,18635,0,"28,73809524","3,183333333","12,18178385","12,19012611","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3.776,35","R$ 3.776,35",
2915007,Itaeté,BA,354,0,0,0,354,0,0,0,885,885,-,-,-,"R$ 5.546,00","R$ 5.546,00",-,-,-,1331,1331,0,0,0,"4,166791886","4,166791886","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3.687,61","R$ 3.687,61",
2915106,Itagi,BA,75,0,0,0,75,0,0,0,"187,5","187,5",-,-,"R$ 25,00","R$ 61.064,00","R$ 61.089,00",-,-,6,4535,4541,0,0,"4,166666667","13,46504961","13,45276371","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.524,70","R$ 2.524,70",
2915205,Itagibá,BA,198,0,0,0,198,0,0,0,495,495,-,"R$ 48,00","R$ 9,00","R$ 68.779,00","R$ 68.836,00",-,3,5,4212,4220,0,16,"1,8","16,32929725","16,31184834","R$ 0,00","R$ 0,00","R$ 0,00","R$ 8.083,00","R$ 8.083,00",
2915304,Itagimirim,BA,0,0,0,0,0,0,0,0,0,0,-,"R$ 429,00","R$ 109,00","R$ 1.662,00","R$ 2.200,00",-,16,18,111,145,0,"26,8125","6,055555556","14,97297297","15,17241379","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
2915353,Itaguaçu da Bahia,BA,1.056,0,0,0,1.056,0,0,0,2640,2640,-,-,-,"R$ 22.133,00","R$ 22.133,00",-,-,-,1606,1606,0,0,0,"13,78144458","13,78144458","R$ 0,00","R$ 0,00","R$ 0,00","R$ 36.383,01","R$ 36.383,01",
2915403,Itaju do Colônia,BA,0,0,0,0,0,0,0,0,0,0,-,-,-,"R$ 1.134,00","R$ 1.134,00",-,-,-,150,150,0,0,0,"7,56","7,56","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
2915502,Itajuípe,BA,0,0,0,0,0,0,0,0,0,0,-,"R$ 1.845,00","R$ 99,00","R$ 142.404,00","R$ 144.348,00",-,71,60,14364,14495,0,"25,98591549","1,65","9,913951546","9,958468437","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
2915601,Itamaraju,BA,1.846,0,1.846,0,0,0,1846,0,0,1846,-,"R$ 471.200,00","R$ 101,00","R$ 167.922,00","R$ 639.223,00",-,7500,20,7956,15476,0,"62,82666667","5,05","21,10633484","41,30414836","R$ 0,00","R$ 115.978,03","R$ 0,00","R$ 0,00","R$ 115.978,03",
2915700,Itamari,BA,0,0,0,0,0,0,0,0,0,0,-,"R$ 252,00",-,"R$ 127.107,00","R$ 127.359,00",-,16,-,5119,5135,0,"15,75",0,"24,83043563","24,80214216","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
2915809,Itambé,BA,270,0,66,0,204,0,66,0,510,576,-,"R$ 2.257,00","R$ 85,00","R$ 6.525,00","R$ 8.867,00",-,231,20,1031,1282,0,"9,770562771","4,25","6,328806984","6,916536661","R$ 0,00","R$ 644,86","R$ 0,00","R$ 3.227,69","R$ 3.872,55",
2915908,Itanagra,BA,0,0,0,0,0,0,0,0,0,0,-,-,-,"R$ 851,00","R$ 851,00",-,-,-,179,179,0,0,0,"4,754189944","4,754189944","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
2916005,Itanhém,BA,208,0,0,25,183,0,0,25,"457,5","482,5",-,"R$ 35.100,00","R$ 2.621,00","R$ 8.452,00","R$ 46.173,00",-,728,300,635,1663,0,"48,21428571","8,736666667","13,31023622","27,76488274","R$ 0,00","R$ 0,00","R$ 218,42","R$ 6.089,43","R$ 6.307,85",
2916104,Itaparica,BA,9,0,0,0,9,0,0,0,"22,5","22,5",-,-,-,"R$ 218,00","R$ 218,00",-,-,-,18,18,0,0,0,"12,11111111","12,11111111","R$ 0,00","R$ 0,00","R$ 0,00","R$ 272,50","R$ 272,50",
2916203,Itapé,BA,0,0,0,0,0,0,0,0,0,0,-,"R$ 176,00","R$ 28,00","R$ 6.464,00","R$ 6.668,00",-,6,6,804,816,0,"29,33333333","4,666666667","8,039800995","8,171568627","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
2916302,Itapebi,BA,0,0,0,0,0,0,0,0,0,0,-,"R$ 1.473,00","R$ 372,00","R$ 12.953,00","R$ 14.798,00",-,56,60,1290,1406,0,"26,30357143","6,2","10,04108527","10,52489331","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
2916401,Itapetinga,BA,277,0,0,0,277,0,0,0,"692,5","692,5",-,-,"R$ 3,00","R$ 643,00","R$ 646,00",-,-,1,30,31,0,0,3,"21,43333333","20,83870968","R$ 0,00","R$ 0,00","R$ 0,00","R$ 14.842,58","R$ 14.842,58",
2916500,Itapicuru,BA,644,0,0,0,644,0,0,0,1610,1610,-,-,-,"R$ 171.306,00","R$ 171.306,00",-,-,-,35856,35856,0,0,0,"4,777610442","4,777610442","R$ 0,00","R$ 0,00","R$ 0,00","R$ 7.691,95","R$ 7.691,95",
2916609,Itapitanga,BA,0,0,0,0,0,0,0,0,0,0,-,"R$ 433,00","R$ 29,00","R$ 17.242,00","R$ 17.704,00",-,15,15,1280,1310,0,"28,86666667","1,933333333","13,4703125","13,51450382","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
2916708,Itaquara,BA,442,0,0,0,442,0,0,0,1105,1105,-,"R$ 122,00","R$ 3,00","R$ 8.598,00","R$ 8.723,00",-,6,3,428,437,0,"20,33333333",1,"20,08878505","19,9610984","R$ 0,00","R$ 0,00","R$ 0,00","R$ 22.198,11","R$ 22.198,11",
2916807,Itarantim,BA,97,0,0,0,97,0,0,0,"242,5","242,5",-,-,"R$ 934,00","R$ 340,00","R$ 1.274,00",-,-,135,45,180,0,0,"6,918518519","7,555555556","7,077777778","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.832,22","R$ 1.832,22",
2916856,Itatim,BA,25,0,0,0,25,0,0,0,"62,5","62,5",-,-,-,"R$ 488,00","R$ 488,00",-,-,-,296,296,0,0,0,"1,648648649","1,648648649","R$ 0,00","R$ 0,00","R$ 0,00","R$ 103,04","R$ 103,04",
2916906,Itiruçu,BA,559,0,119,0,440,0,119,0,1100,1219,-,"R$ 3.031,00",-,"R$ 16.807,00","R$ 19.838,00",-,321,-,710,1031,0,"9,442367601",0,"23,67183099","19,24151309","R$ 0,00","R$ 1.123,64","R$ 0,00","R$ 26.039,01","R$ 27.162,66",
2917003,Itiúba,BA,73,0,0,0,73,0,0,0,"182,5","182,5",-,"R$ 28,00",-,"R$ 14.286,00","R$ 14.314,00",-,2,-,8159,8161,0,14,0,"1,750949871","1,753951722","R$ 0,00","R$ 0,00","R$ 0,00","R$ 319,55","R$ 319,55",
2917102,Itororó,BA,0,0,0,0,0,0,0,0,0,0,-,-,"R$ 20,00","R$ 19.184,00","R$ 19.204,00",-,-,4,1680,1684,0,0,5,"11,41904762","11,40380048","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
2917201,Ituaçu,BA,2.919,0,117,0,2.802,0,117,0,7005,7122,-,"R$ 136.059,00","R$ 790,00","R$ 145.252,00","R$ 282.101,00",-,4285,150,4850,9285,0,"31,75239207","5,266666667","29,94886598","30,3824448","R$ 0,00","R$ 3.715,03","R$ 0,00","R$ 209.791,81","R$ 213.506,84",
2917300,Ituberá,BA,16,0,0,0,16,0,0,0,40,40,-,-,"R$ 54,00","R$ 120.593,00","R$ 120.647,00",-,-,35,12189,12224,0,0,"1,542857143","9,893592583","9,869682592","R$ 0,00","R$ 0,00","R$ 0,00","R$ 395,74","R$ 395,74",
2917334,Iuiu,BA,552,0,0,0,552,0,0,0,1380,1380,-,-,"R$ 198,00","R$ 26.011,00","R$ 26.209,00",-,-,55,4450,4505,0,0,"3,6","5,845168539","5,817758047","R$ 0,00","R$ 0,00","R$ 0,00","R$ 8.066,33","R$ 8.066,33",
