fid,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,disp/dem,,,,dmu_nu_popurbana,ihu_nu_popriscoinerente,ihu_nu_popriscoposdeficit,ihu_nu_popriscototal,ihu_cs_ish,area_setor,area_otto,area_scbc,deman_indus,densidade,pop_urb_scbc,pop_urb_bacia,perc_scbc,ihu_rel,ire_cs_hum,
Chave primária única da poção do setor cencitário,Código da respectiva ottobacia (BHO 2017) onde está a porção do setor censitário.,Código IBGE da porção do setor cencitário,Tipo de setor censitário (rural,Código do município,Nome do município,Unidade da Federação,"Situação do setor, se é urbana (1, 2 e 3) ou rural (demais valores)",disp_q95,dem_ret20,dem_acm,bal_perc,Inverso do balaço Hídrico (adm),Fator iminente,Fator pós deificit,Fator de Risco ,VAB - Municipio ,VAB (mil R$) Risco inerente, Valor de população (nº habitantes) em risco pós-déficit., Valor de população (nº habitantes) em risco total.,Classe (1-5) do Índice de Segurança Hídrica do município associado à sua população urbana (depende da projeção da população urbana de 2035),Área total do setor censitário (km²) ,Área total da ottobacia (km²) ,Área do setor censitário interno à ottobacia (km²),Demanda industrial por BHO (m³/s) (tabela balanços  2020),Densidade da demanda industrial na BHO (m³/s . km²) (tabela balanços 2020),Demanda industrial estimada da porção do setor cencitário interno à ottobacia (m³/s) ,Demanda industrial estimada para a ottobacia (m³/s) ,Percentual da demanda industrial na porção do setor cencitário que está na ottobacia em relação à demanda industrial total da ottobacia,Classe (1-5) do Índice de Segurança Hídrica associado à população urbana da porção do setor censitário interno a cada ottobacia.,Classe (1-5) do Índice de Segurança Hídrica da ottobacia associado à sua população urbana.,
20583,7774123,320520020100098,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,160","0,002","0,007","4,648","21,51487069","0,001","0,000","0,001",2.493.630,1.796,0,1.796,"3,00","0,04155001912","4,115021263",0,"0,001976","0,0004801919294",0,"0,001977430365",0,"0,000","3,002",Médio
20584,7774125,320520020100099,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","20,09932927","0,001","0,000","0,001",2.493.630,2.058,0,2.058,"3,00","0,07872751115","16,1076752","0,004","0,002121","0,0001316763576","0,0000005267054305","0,002121306121","0,0002483288215","0,001","3,000",Médio
20585,7774123,320520020100099,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,160","0,002","0,007","4,648","21,51487069","0,001","0,000","0,001",2.493.630,1.796,0,1.796,"3,00","0,07872751115","4,115021263","0,075","0,001976","0,0004801919294","0,00003601439471","0,001977430365","0,01822590825","0,055","3,002",Médio
20586,7774123,320520020100100,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,160","0,002","0,007","4,648","21,51487069","0,001","0,000","0,001",2.493.630,1.796,0,1.796,"3,00","0,07885778066","4,115021263","0,079","0,001976","0,0004801919294","0,00003793516243","0,001977430365","0,01919795669","0,058","3,002",Médio
20587,7774123,320520020100101,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,160","0,002","0,007","4,648","21,51487069","0,001","0,000","0,001",2.493.630,1.796,0,1.796,"3,00","0,06007896882","4,115021263","0,06","0,001976","0,0004801919294","0,00002881151577","0,001977430365","0,0145807266","0,044","3,002",Médio
20588,7774125,320520020100102,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","20,09932927","0,001","0,000","0,001",2.493.630,2.058,0,2.058,"3,00","0,06652321065","16,1076752","0,003","0,002121","0,0001316763576","0,0000003950290728","0,002121306121","0,0001862466161","0,001","3,000",Médio
20589,7774123,320520020100102,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,160","0,002","0,007","4,648","21,51487069","0,001","0,000","0,001",2.493.630,1.796,0,1.796,"3,00","0,06652321065","4,115021263","0,063","0,001976","0,0004801919294","0,00003025209156","0,001977430365","0,01530976293","0,046","3,002",Médio
20590,7774121,320520020100104,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,1466915858","8,280337806","0,147","0,007872","0,0009506858518","0,0001397508202","0,007875481596","0,01775289891","0,053","3,001",Médio
20591,7774121,320520020100105,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,1270161404","8,280337806","0,127","0,007872","0,0009506858518","0,0001207371032","0,007875481596","0,01533753851","0,046","3,001",Médio
20592,7774121,320520020100106,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,0382453","8,280337806","0,038","0,007872","0,0009506858518","0,00003612606237","0,007875481596","0,004589184752","0,014","3,001",Médio
20593,7774121,320520020100107,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,134084036","8,280337806","0,134","0,007872","0,0009506858518","0,0001273919041","0,007875481596","0,01618291465","0,049","3,001",Médio
20594,7774125,320520020100108,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","20,09932927","0,001","0,000","0,001",2.493.630,2.058,0,2.058,"3,00","0,1663777819","16,1076752","0,166","0,002121","0,0001316763576","0,00002185827536","0,002121306121","0,01030564609","0,031","3,000",Médio
20595,7774125,320520020100109,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","20,09932927","0,001","0,000","0,001",2.493.630,2.058,0,2.058,"3,00","0,0826171359","16,1076752","0,083","0,002121","0,0001316763576","0,00001092913768","0,002121306121","0,005152823047","0,015","3,000",Médio
20596,7774125,320520020100110,Urbana,3205200,Vila Velha,Espírito Santo,2,"0,102","0,005","0,005","4,975","20,09932927","0,001","0,000","0,001",2.493.630,2.058,0,2.058,"3,00","0,1419173641","16,1076752","0,142","0,002121","0,0001316763576","0,00001869804278","0,002121306121","0,008815673164","0,026","3,000",Médio
20597,7774123,320520020100112,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,160","0,002","0,007","4,648","21,51487069","0,001","0,000","0,001",2.493.630,1.796,0,1.796,"3,00","0,07560499208","4,115021263","0,076","0,001976","0,0004801919294","0,00003649458664","0,001977430365","0,01846892036","0,055","3,002",Médio
20598,7774121,320520020100113,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","1,565418046","8,280337806","0,796","0,007872","0,0009506858518","0,000756745938","0,007875481596","0,09613134375","0,288","3,001",Médio
20599,7774123,320520020100113,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,160","0,002","0,007","4,648","21,51487069","0,001","0,000","0,001",2.493.630,1.796,0,1.796,"3,00","1,565418046","4,115021263","0,734","0,001976","0,0004801919294","0,0003524608762","0,001977430365","0,1783708888","0,535","3,002",Médio
20600,7774122,320520020100113,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,063","0,001","0,001","2,356","42,4462996","0,000","0,000","0,000",2.493.630,461,0,461,"3,00","1,565418046","9,883757969","0,036","0,000612","0,00006191976796","0,000002229111647","0,000612138826","0,003642339292","0,011","3,001",Médio
20601,7774121,320520020100114,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,1416581949","8,280337806","0,142","0,007872","0,0009506858518","0,000134997391","0,007875481596","0,01714905881","0,051","3,001",Médio
20602,7774121,320520020100115,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,04655737093","8,280337806","0,047","0,007872","0,0009506858518","0,00004468223503","0,007875481596","0,00567609693","0,017","3,001",Médio
20603,7774121,320520020100116,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,04902881233","8,280337806","0,049","0,007872","0,0009506858518","0,00004658360674","0,007875481596","0,00591763297","0,018","3,001",Médio
20604,7774121,320520020100117,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,06124576312","8,280337806","0,061","0,007872","0,0009506858518","0,00005799183696","0,007875481596","0,007366849207","0,022","3,001",Médio
20605,7774125,320520020100118,Urbana,3205200,Vila Velha,Espírito Santo,2,"0,102","0,005","0,005","4,975","20,09932927","0,001","0,000","0,001",2.493.630,2.058,0,2.058,"3,00","1,113987077","16,1076752","0,181","0,002121","0,0001316763576","0,00002383342073","0,002121306121","0,01123687917","0,034","3,000",Médio
20606,7774121,320520020100118,Urbana,3205200,Vila Velha,Espírito Santo,2,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","1,113987077","8,280337806","0,183","0,007872","0,0009506858518","0,0001739755109","0,007875481596","0,02210054762","0,066","3,001",Médio
20607,7774123,320520020100118,Urbana,3205200,Vila Velha,Espírito Santo,2,"0,160","0,002","0,007","4,648","21,51487069","0,001","0,000","0,001",2.493.630,1.796,0,1.796,"3,00","1,113987077","4,115021263","0,019","0,001976","0,0004801919294","0,00000912364666","0,001977430365","0,004617230091","0,014","3,002",Médio
20608,777431,320520020100118,Urbana,3205200,Vila Velha,Espírito Santo,2,"12,539","0,002","0,308","2,454","40,7447071","0,000","0,000","0,000",2.493.630,501,0,501,"3,00","1,113987077","27,54200832","0,732","0,000198","0,000007189018234","0,000005262361347","0,0001980071292","0,02657758256","0,080","3,000",Médio
20609,7774121,320520020100119,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,1378708878","8,280337806","0,138","0,007872","0,0009506858518","0,0001311946475","0,007875481596","0,01666598673","0,050","3,001",Médio
20610,7775121,320520020100120,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,233","0,003","0,004","1,854","53,94850679","0,000","0,000","0,000",2.493.630,286,0,286,"3,00","0,2336442198","21,76530918","0,226","0,001529","0,0000702494041","0,00001587636533","0,001528908031","0,01038349596","0,031","3,000",Médio
20611,7774122,320520020100120,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,063","0,001","0,001","2,356","42,4462996","0,000","0,000","0,000",2.493.630,461,0,461,"3,00","0,2336442198","9,883757969","0,008","0,000612","0,00006191976796","0,0000004953581437","0,000612138826","0,0008094087315","0,002","3,001",Médio
20612,7775121,320520020100121,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,233","0,003","0,004","1,854","53,94850679","0,000","0,000","0,000",2.493.630,286,0,286,"3,00","0,1065763336","21,76530918","0,107","0,001529","0,0000702494041","0,000007516686239","0,001528908031","0,004916079947","0,015","3,000",Médio
20613,7774121,320520020100124,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,02781145727","8,280337806","0,028","0,007872","0,0009506858518","0,00002661920385","0,007875481596","0,003381504554","0,010","3,001",Médio
20614,7774121,320520020100125,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,03516948993","8,280337806","0,035","0,007872","0,0009506858518","0,00003327400481","0,007875481596","0,004226880693","0,013","3,001",Médio
20615,7774121,320520020100126,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,06185246288","8,280337806","0,062","0,007872","0,0009506858518","0,00005894252281","0,007875481596","0,007487617227","0,022","3,001",Médio
20616,7774121,320520020100127,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,06278777019","8,280337806","0,063","0,007872","0,0009506858518","0,00005989320866","0,007875481596","0,007608385247","0,023","3,001",Médio
20617,7774121,320520020100132,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,7674456148","8,280337806","0,329","0,007872","0,0009506858518","0,0003127756452","0,007875481596","0,03973267851","0,119","3,001",Médio
20618,7774121,320520020100133,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,09640302254","8,280337806","0,09","0,007872","0,0009506858518","0,00008556172666","0,007875481596","0,01086912178","0,033","3,001",Médio
20619,7774121,320520020100136,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,08511822488","8,280337806","0,085","0,007872","0,0009506858518","0,0000808082974","0,007875481596","0,01026528168","0,031","3,001",Médio
20620,7774121,320520020100137,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,01964642008","8,280337806","0,02","0,007872","0,0009506858518","0,00001901371704","0,007875481596","0,002415360396","0,007","3,001",Médio
20621,7774121,320520020100138,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,2240353598","8,280337806","0,224","0,007872","0,0009506858518","0,0002129536308","0,007875481596","0,02705203643","0,081","3,001",Médio
20622,7774121,320520020100139,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,03264912521","8,280337806","0,033","0,007872","0,0009506858518","0,00003137263311","0,007875481596","0,003985344653","0,012","3,001",Médio
20623,7774123,320520020100140,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,160","0,002","0,007","4,648","21,51487069","0,001","0,000","0,001",2.493.630,1.796,0,1.796,"3,00","0,01104757959","4,115021263","0,011","0,001976","0,0004801919294","0,000005282111224","0,001977430365","0,00267313321","0,008","3,002",Médio
20624,7774123,320520020100141,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,160","0,002","0,007","4,648","21,51487069","0,001","0,000","0,001",2.493.630,1.796,0,1.796,"3,00","0,01373004861","4,115021263","0,014","0,001976","0,0004801919294","0,000006722687012","0,001977430365","0,003402169541","0,010","3,002",Médio
20625,7774121,320520020100142,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,03046873064","8,280337806","0,03","0,007872","0,0009506858518","0,00002852057555","0,007875481596","0,003623040594","0,011","3,001",Médio
20626,7774121,320520020100143,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,01652090523","8,280337806","0,017","0,007872","0,0009506858518","0,00001616165948","0,007875481596","0,002053056336","0,006","3,001",Médio
20627,7774121,320520020100144,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,04871214294","8,280337806","0,049","0,007872","0,0009506858518","0,00004658360674","0,007875481596","0,00591763297","0,018","3,001",Médio
20628,7774121,320520020100145,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,01270013804","8,280337806","0,013","0,007872","0,0009506858518","0,00001235891607","0,007875481596","0,001569984257","0,005","3,001",Médio
20629,7774121,320520020100146,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,01923426957","8,280337806","0,019","0,007872","0,0009506858518","0,00001806303118","0,007875481596","0,002294592376","0,007","3,001",Médio
20630,7774121,320520020100147,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,01862368661","8,280337806","0,019","0,007872","0,0009506858518","0,00001806303118","0,007875481596","0,002294592376","0,007","3,001",Médio
20631,7774121,320520020100148,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,03566817571","8,280337806","0,011","0,007872","0,0009506858518","0,00001045754437","0,007875481596","0,001328448218","0,004","3,001",Médio
20632,7774125,320520020100149,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","20,09932927","0,001","0,000","0,001",2.493.630,2.058,0,2.058,"3,00","0,1416901468","16,1076752","0,142","0,002121","0,0001316763576","0,00001869804278","0,002121306121","0,008815673164","0,026","3,000",Médio
20633,7774125,320520020100150,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","20,09932927","0,001","0,000","0,001",2.493.630,2.058,0,2.058,"3,00","0,05249504359","16,1076752","0,025","0,002121","0,0001316763576","0,00000329190894","0,002121306121","0,001552055135","0,005","3,000",Médio
20634,7774123,320520020100150,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,160","0,002","0,007","4,648","21,51487069","0,001","0,000","0,001",2.493.630,1.796,0,1.796,"3,00","0,05249504359","4,115021263","0,028","0,001976","0,0004801919294","0,00001344537402","0,001977430365","0,006804339081","0,020","3,002",Médio
20635,7774122,320520020100152,Urbana,3205200,Vila Velha,Espírito Santo,2,"0,063","0,001","0,001","2,356","42,4462996","0,000","0,000","0,000",2.493.630,461,0,461,"3,00","1,651523278","9,883757969","1,246","0,000612","0,00006191976796","0,00007715203088","0,000612138826","0,1260654099","0,378","3,001",Médio
20636,777413,320520020100154,Urbana,3205200,Vila Velha,Espírito Santo,1,"13,667","0,004","3,670","26,854","3,723832022","0,024","0,000","0,024",2.493.630,59.942,0,59.942,"3,00","0,04881017708","11,97443457","0,049","0,003301","0,0002756706365","0,00001350786119","0,003300328861","0,004092051254","0,012","2,999",Médio
20637,7774125,320520020100155,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","20,09932927","0,001","0,000","0,001",2.493.630,2.058,0,2.058,"3,00","0,1427933572","16,1076752","0,143","0,002121","0,0001316763576","0,00001882971914","0,002121306121","0,00887775537","0,027","3,000",Médio
20638,7774125,320520020100156,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","20,09932927","0,001","0,000","0,001",2.493.630,2.058,0,2.058,"3,00","0,1280674237","16,1076752","0,128","0,002121","0,0001316763576","0,00001685457377","0,002121306121","0,007946522289","0,024","3,000",Médio
20639,7774125,320520020100157,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","20,09932927","0,001","0,000","0,001",2.493.630,2.058,0,2.058,"3,00","0,0895542919","16,1076752","0,09","0,002121","0,0001316763576","0,00001185087219","0,002121306121","0,005587398484","0,017","3,000",Médio
20640,7774125,320520020100158,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","20,09932927","0,001","0,000","0,001",2.493.630,2.058,0,2.058,"3,00","0,03634637412","16,1076752","0,036","0,002121","0,0001316763576","0,000004740348874","0,002121306121","0,002234959394","0,007","3,000",Médio
20641,7774125,320520020100159,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","20,09932927","0,001","0,000","0,001",2.493.630,2.058,0,2.058,"3,00","0,02265137171","16,1076752","0,023","0,002121","0,0001316763576","0,000003028556225","0,002121306121","0,001427890724","0,004","3,000",Médio
20642,7774125,320520020100160,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","20,09932927","0,001","0,000","0,001",2.493.630,2.058,0,2.058,"3,00","0,02738621124","16,1076752","0,005","0,002121","0,0001316763576","0,0000006583817881","0,002121306121","0,0003104110269","0,001","3,000",Médio
20643,7774123,320520020100160,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,160","0,002","0,007","4,648","21,51487069","0,001","0,000","0,001",2.493.630,1.796,0,1.796,"3,00","0,02738621124","4,115021263","0,023","0,001976","0,0004801919294","0,00001104441438","0,001977430365","0,005589278531","0,017","3,002",Médio
20644,7774125,320520020100161,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,102","0,005","0,005","4,975","20,09932927","0,001","0,000","0,001",2.493.630,2.058,0,2.058,"3,00","0,06603720745","16,1076752","0,041","0,002121","0,0001316763576","0,000005398730662","0,002121306121","0,002545370421","0,008","3,000",Médio
20645,7774123,320520020100161,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,160","0,002","0,007","4,648","21,51487069","0,001","0,000","0,001",2.493.630,1.796,0,1.796,"3,00","0,06603720745","4,115021263","0,025","0,001976","0,0004801919294","0,00001200479824","0,001977430365","0,006075302751","0,018","3,002",Médio
20646,7774123,320520020100162,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,160","0,002","0,007","4,648","21,51487069","0,001","0,000","0,001",2.493.630,1.796,0,1.796,"3,00","0,03822837806","4,115021263","0,038","0,001976","0,0004801919294","0,00001824729332","0,001977430365","0,009234460182","0,028","3,002",Médio
20647,7774121,320520020100163,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,07417582475","8,280337806","0,071","0,007872","0,0009506858518","0,00006749869548","0,007875481596","0,008574529405","0,026","3,001",Médio
20648,7774123,320520020100163,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,160","0,002","0,007","4,648","21,51487069","0,001","0,000","0,001",2.493.630,1.796,0,1.796,"3,00","0,07417582475","4,115021263","0,004","0,001976","0,0004801919294","0,000001920767718","0,001977430365","0,0009720484402","0,003","3,002",Médio
20649,7774121,320520020100164,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,1001145635","8,280337806","0,1","0,007872","0,0009506858518","0,00009506858518","0,007875481596","0,01207680198","0,036","3,001",Médio
20650,7774123,320520020100165,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,160","0,002","0,007","4,648","21,51487069","0,001","0,000","0,001",2.493.630,1.796,0,1.796,"3,00","0,03236266806","4,115021263","0,032","0,001976","0,0004801919294","0,00001536614174","0,001977430365","0,007776387521","0,023","3,002",Médio
20651,7774123,320520020100166,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,160","0,002","0,007","4,648","21,51487069","0,001","0,000","0,001",2.493.630,1.796,0,1.796,"3,00","0,03706133802","4,115021263","0,037","0,001976","0,0004801919294","0,00001776710139","0,001977430365","0,008991448072","0,027","3,002",Médio
20652,7774121,320520020100167,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,03742284352","8,280337806","0,037","0,007872","0,0009506858518","0,00003517537652","0,007875481596","0,004468416732","0,013","3,001",Médio
20653,7774121,320520020100168,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,03558578629","8,280337806","0,036","0,007872","0,0009506858518","0,00003422469066","0,007875481596","0,004347648712","0,013","3,001",Médio
20654,7774121,320520020100169,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,09346020522","8,280337806","0,093","0,007872","0,0009506858518","0,00008841378421","0,007875481596","0,01123142584","0,034","3,001",Médio
20655,7774121,320520020100170,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,275","0,008","0,017","6,146","16,27050297","0,001","0,000","0,001",2.493.630,3.140,0,3.140,"3,00","0,0630891882","8,280337806","0,063","0,007872","0,0009506858518","0,00005989320866","0,007875481596","0,007608385247","0,023","3,001",Médio
20656,777413,320520020100171,Urbana,3205200,Vila Velha,Espírito Santo,1,"13,667","0,004","3,670","26,854","3,723832022","0,024","0,000","0,024",2.493.630,59.942,0,59.942,"3,00","0,06931113411","11,97443457","0,069","0,003301","0,0002756706365","0,00001902127392","0,003300328861","0,005762276256","0,017","2,999",Médio
20657,777413,320520020100172,Urbana,3205200,Vila Velha,Espírito Santo,1,"13,667","0,004","3,670","26,854","3,723832022","0,024","0,000","0,024",2.493.630,59.942,0,59.942,"3,00","0,05898849111","11,97443457","0,059","0,003301","0,0002756706365","0,00001626456756","0,003300328861","0,004927163755","0,015","2,999",Médio
20658,777413,320520020100173,Urbana,3205200,Vila Velha,Espírito Santo,2,"13,667","0,004","3,670","26,854","3,723832022","0,024","0,000","0,024",2.493.630,59.942,0,59.942,"3,00","0,1952509916","11,97443457","0,195","0,003301","0,0002756706365","0,00005375577412","0,003300328861","0,01628469377","0,049","2,999",Médio
20659,777413,320520020100174,Urbana,3205200,Vila Velha,Espírito Santo,1,"13,667","0,004","3,670","26,854","3,723832022","0,024","0,000","0,024",2.493.630,59.942,0,59.942,"3,00","0,07137054111","11,97443457","0,071","0,003301","0,0002756706365","0,00001957261519","0,003300328861","0,005929298756","0,018","2,999",Médio
20660,77736,320520025000002,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,04982149686","15,58805914","0,05","0,018617","0,001194311609","0,00005971558047","0,01862290093","0,003207583417","0,010","3,001",Médio
20661,77736,320520025080001,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,08568781145","15,58805914","0,086","0,018617","0,001194311609","0,0001027107984","0,01862290093","0,005517043477","0,017","3,001",Médio
20662,77736,320520025080002,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,03708534034","15,58805914","0,037","0,018617","0,001194311609","0,00004418952955","0,01862290093","0,002373611729","0,007","3,001",Médio
20663,77736,320520025080003,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,07863261623","15,58805914","0,079","0,018617","0,001194311609","0,00009435061715","0,01862290093","0,005067981799","0,015","3,001",Médio
20664,77736,320520025080005,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,059","0,020","0,020","33,677","2,969349356","0,038","0,000","0,038",2.493.630,94.273,0,94.273,"3,00","0,2121788277","15,58805914","0,203","0,018617","0,001194311609","0,0002424452567","0,01862290093","0,01302278867","0,039","3,001",Médio
20665,7774142,320520025080005,Urbana,3205200,Vila Velha,Espírito Santo,1,"0,037","0,007","0,007","17,956","5,569225106","0,011","0,000","0,011",2.493.630,26.799,0,26.799,"3,00","0,2121788277","5,870323782","0,009","0,006656","0,001133838651","0,00001020454786","0,006653365206","0,001533135196","0,005","2,999",Médio
