fid,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,disp/dem,fator_iminente,fator_pós_deficit,fator_de_risco_total,dmu_nu_popurbana,ihu_pc_risco_inerente,ihu_pc_riscoposdeficit,ihu_pc_risco,ihu_nu_popriscoinerente,ihu_nu_popriscoposdeficit,ihu_nu_popriscototal,ihu_pc_cobrede,ihu_cs_ish,ISH,area_setor,area_otto,area_scbc,deman_indus,densidade,pop_urb_scbc,pop_urb_bacia,perc_scbc,ihu_rel,ire_cs_hum,CORINGA,igh_ind
2509,77617896,320080510000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,023","0,001","0,001","2,358","42,41241043","0,000","0,000","0,000",382.635,"0,00019","0,00000","0,00019",71,0,71,1,"3,00",Médio,"22,32034331","5,323986139","1,17",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2510,7761787,320080510000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,323","0,057","0,141","43,822","2,281940013","0,064","0,000","0,064",382.635,"0,06401","0,00000","0,06401",24.494,0,24.494,1,"3,00",Médio,"22,32034331","25,00894715","2,685",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2511,77632283,320080510000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,017","0,005","0,005","29,316","3,411105449","0,029","0,000","0,029",382.635,"0,02865","0,00000","0,02865",10.962,0,10.962,1,"3,00",Médio,"22,32034331","15,9405824","0,025",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2512,77617891,320080510000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,155","0,001","0,072","46,259","2,161739192","0,071","0,000","0,071",382.635,"0,07133","0,00000","0,07133",27.293,0,27.293,1,"3,00",Médio,"22,32034331","2,106436314","1,179",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2513,77632492,320080510000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,010","0,000","0,000","4,147","24,1111014","0,001","0,000","0,001",382.635,"0,00057","0,00000","0,00057",219,0,219,1,"3,00",Médio,"22,32034331","9,407739925",0,0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2514,77617897,320080510000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,024","0,016","0,016","65,837","1,518895846","0,144","0,000","0,144",382.635,"0,14448","0,00000","0,14448",55.285,0,55.285,1,"2,00",Baixo,"22,32034331","5,561456457","5,201",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2515,77617893,320080510000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,115","0,023","0,040","34,381","2,908578614","0,039","0,000","0,039",382.635,"0,03940","0,00000","0,03940",15.077,0,15.077,1,"3,00",Médio,"22,32034331","10,18086216","4,451","0,0000351","0,000003447645145","0,00001534546854","0,00003510047522","0,4371928359","1,312","3,000",Médio,"3279,20"
2516,77618331,320080515000001,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"5,995","0,001","1,139","18,999","5,26355586","0,012","0,000","0,012",382.635,"0,01203","0,00000","0,01203",4.604,0,4.604,1,"3,00",Médio,"0,7803676656","11,7762328","0,429","0,0000236","0,000002004036469","0,0000008597316453","0,00002359953346","0,036429307","0,109","3,000",Médio,"254033,90"
2517,77618323,320080515000001,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"0,048","0,000","0,026","54,250","1,843332067","0,098","0,000","0,098",382.635,"0,09810","0,00000","0,09810",37.537,0,37.537,1,"3,00",Médio,"0,7803676656","0,2633599033","0,151","0,00000942","0,0000357685429","0,000005401049978","0,000009407126783","0,5733598703","1,720","2,996",Médio,"5127,39"
2518,77618324,320080515000001,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"0,016","0,007","0,007","42,782","2,337456041","0,061","0,000","0,061",382.635,"0,06101","0,00000","0,06101",23.344,0,23.344,1,"3,00",Médio,"0,7803676656","16,58641943","0,124","0,00000836","0,0000005040268055","0,00000006249932388","0,000008360292623","0,00747599568","0,022","3,000",Médio,"1925,84"
2519,77618322,320080515000001,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"0,011","0,012","0,012","107,682","0,9286573154","0,310","0,071","0,381",382.635,"0,30955","0,07134","0,38090",118.446,27.298,145.744,1,"1,00",Mínimo,"0,7803676656","11,54901596","0,005","0,000000453","0,00000003922412105","0,0000000001961206052","0,0000004530385981","0,0004329373184","0,000","1,000",Mínimo,"24724,06"
2520,77618321,320080515000001,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"0,060","0,000","0,037","62,805","1,59224034","0,131","0,000","0,131",382.635,"0,13148","0,00000","0,13148",50.309,0,50.309,1,"2,00",Baixo,"0,7803676656","0,1963385845","0,07","0,00000544","0,00002770723856","0,000001939506699","0,000005458325997","0,3565269668","0,713","2,007",Baixo,"10974,26"
2521,77618315,320080515000001,Urbana,3200805,Baixo Guandu,Espírito Santo,1,"6,056","0,000","1,177","19,429","5,146891685","0,013","0,000","0,013",382.635,"0,01258","0,00000","0,01258",4.815,0,4.815,1,"3,00",Médio,"0,7803676656","0,5786343735","0,002","0,000000234","0,0000004044004482","0,0000000008088008964","0,0000002337434591","0,003456414087","0,010","2,997",Médio,"25878205,13"
2522,7761819,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"6,215","0,000","1,187","19,096","5,236656533","0,012","0,000","0,012",382.635,"0,01216","0,00000","0,01216",4.651,0,4.651,1,"3,00",Médio,"68,73976412","2,659646722","0,383",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2523,77618331,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"5,995","0,001","1,139","18,999","5,26355586","0,012","0,000","0,012",382.635,"0,01203","0,00000","0,01203",4.604,0,4.604,1,"3,00",Médio,"68,73976412","11,7762328","10,577","0,0000236","0,000002004036469","0,00002119669373","0,00002359953346","0,8981649887","2,694","3,000",Médio,"254033,90"
2524,77618329,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,010","0,013","0,013","135,173","0,7397908171","0,247","0,260","0,507",382.635,"0,24660","0,26021","0,50681",94.357,99.565,193.922,1,"1,00",Mínimo,"68,73976412","10,02811136","0,22",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2525,77617695,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,153","0,222","0,222","144,832","0,6904566811","0,230","0,310","0,540",382.635,"0,23015","0,30954","0,53970",88.064,118.442,206.506,1,"1,00",Mínimo,"68,73976412","35,73176525","0,053",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2526,77618325,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,032","0,000","0,019","60,100","1,663897885","0,120","0,000","0,120",382.635,"0,12040","0,00000","0,12040",46.069,0,46.069,1,"2,00",Baixo,"68,73976412","4,450510727","3,853",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2527,776183341,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,031","0,000","0,026","83,493","1,197699965","0,232","0,000","0,232",382.635,"0,23237","0,00000","0,23237",88.913,0,88.913,1,"2,00",Baixo,"68,73976412","5,434925924","0,043",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2528,77618327,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,019","0,000","0,019","99,675","1,003259881","0,331","0,000","0,331",382.635,"0,33117","0,00000","0,33117",126.717,0,126.717,1,"1,00",Mínimo,"68,73976412","0,07600043808","0,009",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2529,77618313,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"6,064","0,000","1,179","19,443","5,143316991","0,013","0,000","0,013",382.635,"0,01260","0,00000","0,01260",4.821,0,4.821,1,"3,00",Médio,"68,73976412","1,758869505","1,759",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2530,77618323,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,048","0,000","0,026","54,250","1,843332067","0,098","0,000","0,098",382.635,"0,09810","0,00000","0,09810",37.537,0,37.537,1,"3,00",Médio,"68,73976412","0,2633599033","0,112","0,00000942","0,0000357685429","0,000004006076805","0,000009407126783","0,4252735462","1,276","2,996",Médio,"5127,39"
2531,7761816,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,011","0,000","0,000","3,153","31,72077957","0,000","0,000","0,000",382.635,"0,00033","0,00000","0,00033",127,0,127,1,"3,00",Médio,"68,73976412","11,21020594","0,321",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2532,776183342,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,010","0,011","0,011","111,213","0,8991725109","0,300","0,101","0,401",382.635,"0,29972","0,10083","0,40055",114.685,38.580,153.265,1,"1,00",Mínimo,"68,73976412","9,968378098","0,332",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2533,77618314,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,007","0,002","0,002","34,607","2,889559738","0,040","0,000","0,040",382.635,"0,03992","0,00000","0,03992",15.276,0,15.276,1,"3,00",Médio,"68,73976412","7,298937104","7,253",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2534,77618324,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,016","0,007","0,007","42,782","2,337456041","0,061","0,000","0,061",382.635,"0,06101","0,00000","0,06101",23.344,0,23.344,1,"3,00",Médio,"68,73976412","16,58641943","14,34","0,00000836","0,0000005040268055","0,000007227744391","0,000008360292623","0,8645627262","2,594","3,000",Médio,"1925,84"
2535,7761768,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,084","0,010","0,010","11,977","8,349563537","0,005","0,000","0,005",382.635,"0,00478","0,00000","0,00478",1.830,0,1.830,1,"3,00",Médio,"68,73976412","19,51639648","0,222",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2536,77618332,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,008","0,000","0,000","3,851","25,96413345","0,000","0,000","0,000",382.635,"0,00049","0,00000","0,00049",189,0,189,1,"3,00",Médio,"68,73976412","8,506087786","0,135",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2537,77618322,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,011","0,012","0,012","107,682","0,9286573154","0,310","0,071","0,381",382.635,"0,30955","0,07134","0,38090",118.446,27.298,145.744,1,"1,00",Mínimo,"68,73976412","11,54901596","11,462","0,000000453","0,00000003922412105","0,0000004495868755","0,0000004530385981","0,9924655087","0,992","1,000",Mínimo,"24724,06"
2538,77618211,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,132","0,000","0,006","4,404","22,70420257","0,001","0,000","0,001",382.635,"0,00065","0,00000","0,00065",247,0,247,1,"3,00",Médio,"68,73976412","4,225681427","0,003",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2539,77618321,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,060","0,000","0,037","62,805","1,59224034","0,131","0,000","0,131",382.635,"0,13148","0,00000","0,13148",50.309,0,50.309,1,"2,00",Baixo,"68,73976412","0,1963385845","0,127","0,00000544","0,00002770723856","0,000003518819298","0,000005458325997","0,6468417826","1,294","2,007",Baixo,"10974,26"
2540,77618315,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"6,056","0,000","1,177","19,429","5,146891685","0,013","0,000","0,013",382.635,"0,01258","0,00000","0,01258",4.815,0,4.815,1,"3,00",Médio,"68,73976412","0,5786343735","0,576","0,000000234","0,0000004044004482","0,0000002329346582","0,0000002337434591","0,9954472572","2,986","2,997",Médio,"25878205,13"
2541,7761823,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,105","0,001","0,005","4,625","21,61959877","0,001","0,000","0,001",382.635,"0,00071","0,00000","0,00071",273,0,273,1,"3,00",Médio,"68,73976412","14,8473204","0,01",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2542,77618333,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"5,975","0,000","1,138","19,041","5,251856428","0,012","0,000","0,012",382.635,"0,01209","0,00000","0,01209",4.624,0,4.624,1,"3,00",Médio,"68,73976412","0,7063354792","0,034",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2543,77618312,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,008","0,001","0,001","18,343","5,451720017","0,011","0,000","0,011",382.635,"0,01122","0,00000","0,01122",4.291,0,4.291,1,"3,00",Médio,"68,73976412","7,908593757","7,55",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2544,77618311,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"6,080","0,000","1,181","19,422","5,148873136","0,013","0,000","0,013",382.635,"0,01257","0,00000","0,01257",4.811,0,4.811,1,"3,00",Médio,"68,73976412","7,876866097","7,302",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2545,77617692,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,029","0,009","0,009","31,539","3,170667167","0,033","0,000","0,033",382.635,"0,03316","0,00000","0,03316",12.687,0,12.687,1,"3,00",Médio,"68,73976412","6,765784084","0,226",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2546,776172263,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,012","0,031","0,031","265,889","0,376097009","0,125","0,624","0,749",382.635,"0,12537","0,62390","0,74927",47.969,238.727,286.696,1,"1,00",Mínimo,"68,73976412","10,75484654","0,213",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2547,77618212,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,006","0,000","0,000","3,924","25,48281513","0,001","0,000","0,001",382.635,"0,00051","0,00000","0,00051",196,0,196,1,"3,00",Médio,"68,73976412","6,197541157","0,207",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2548,77618326,320080515000002,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,009","0,000","0,000","5,131","19,4894211","0,001","0,000","0,001",382.635,"0,00088","0,00000","0,00088",336,0,336,1,"3,00",Médio,"68,73976412","9,210672298","1,418",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2549,77618329,320080515000003,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,010","0,013","0,013","135,173","0,7397908171","0,247","0,260","0,507",382.635,"0,24660","0,26021","0,50681",94.357,99.565,193.922,1,"1,00",Mínimo,"40,48635982","10,02811136","9,805",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2550,77617695,320080515000003,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,153","0,222","0,222","144,832","0,6904566811","0,230","0,310","0,540",382.635,"0,23015","0,30954","0,53970",88.064,118.442,206.506,1,"1,00",Mínimo,"40,48635982","35,73176525","13,423",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2551,77618328,320080515000003,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,009","0,038","0,038","439,249","0,2276614899","0,076","0,772","0,848",382.635,"0,07589","0,77234","0,84823",29.037,295.524,324.561,1,"1,00",Mínimo,"40,48635982","8,964612191","8,809",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2552,77618325,320080515000003,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,032","0,000","0,019","60,100","1,663897885","0,120","0,000","0,120",382.635,"0,12040","0,00000","0,12040",46.069,0,46.069,1,"2,00",Baixo,"40,48635982","4,450510727","0,597",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2553,77618327,320080515000003,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,019","0,000","0,019","99,675","1,003259881","0,331","0,000","0,331",382.635,"0,33117","0,00000","0,33117",126.717,0,126.717,1,"1,00",Mínimo,"40,48635982","0,07600043808","0,067",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2554,77618324,320080515000003,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,016","0,007","0,007","42,782","2,337456041","0,061","0,000","0,061",382.635,"0,06101","0,00000","0,06101",23.344,0,23.344,1,"3,00",Médio,"40,48635982","16,58641943","0,06","0,00000836","0,0000005040268055","0,00000003024160833","0,000008360292623","0,003617417264","0,011","3,000",Médio,"1925,84"
2555,77618322,320080515000003,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,011","0,012","0,012","107,682","0,9286573154","0,310","0,071","0,381",382.635,"0,30955","0,07134","0,38090",118.446,27.298,145.744,1,"1,00",Mínimo,"40,48635982","11,54901596","0,033","0,000000453","0,00000003922412105","0,000000001294395995","0,0000004530385981","0,002857386302","0,003","1,000",Mínimo,"24724,06"
2556,776172263,320080515000003,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,012","0,031","0,031","265,889","0,376097009","0,125","0,624","0,749",382.635,"0,12537","0,62390","0,74927",47.969,238.727,286.696,1,"1,00",Mínimo,"40,48635982","10,75484654","0,003",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2557,77618326,320080515000003,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,009","0,000","0,000","5,131","19,4894211","0,001","0,000","0,001",382.635,"0,00088","0,00000","0,00088",336,0,336,1,"3,00",Médio,"40,48635982","9,210672298","7,69",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2558,77618331,320080515000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"5,995","0,001","1,139","18,999","5,26355586","0,012","0,000","0,012",382.635,"0,01203","0,00000","0,01203",4.604,0,4.604,1,"3,00",Médio,"44,16718196","11,7762328","0,356","0,0000236","0,000002004036469","0,000000713436983","0,00002359953346","0,03023038064","0,091","3,000",Médio,"254033,90"
2559,77618335,320080515000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"5,944","0,003","1,112","18,708","5,345351965","0,012","0,000","0,012",382.635,"0,01167","0,00000","0,01167",4.464,0,4.464,1,"3,00",Médio,"44,16718196","4,9306528","1,023",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2560,776183341,320080515000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,031","0,000","0,026","83,493","1,197699965","0,232","0,000","0,232",382.635,"0,23237","0,00000","0,23237",88.913,0,88.913,1,"2,00",Baixo,"44,16718196","5,434925924","5,392",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2561,7761835,320080515000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"5,853","0,018","1,099","18,783","5,323995511","0,012","0,000","0,012",382.635,"0,01176","0,00000","0,01176",4.500,0,4.500,1,"3,00",Médio,"44,16718196","11,43805051","6,886",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2562,776183342,320080515000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,010","0,011","0,011","111,213","0,8991725109","0,300","0,101","0,401",382.635,"0,29972","0,10083","0,40055",114.685,38.580,153.265,1,"1,00",Mínimo,"44,16718196","9,968378098","9,509",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2563,77618361,320080515000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,092","0,023","0,056","60,516","1,652467689","0,122","0,000","0,122",382.635,"0,12207","0,00000","0,12207",46.709,0,46.709,1,"2,00",Baixo,"44,16718196","9,547302615","0,205",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2564,77618324,320080515000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,016","0,007","0,007","42,782","2,337456041","0,061","0,000","0,061",382.635,"0,06101","0,00000","0,06101",23.344,0,23.344,1,"3,00",Médio,"44,16718196","16,58641943","1,953","0,00000836","0,0000005040268055","0,0000009843643511","0,000008360292623","0,117746932","0,353","3,000",Médio,"1925,84"
2565,776172262,320080515000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,007","0,001","0,001","12,560","7,96196732","0,005","0,000","0,005",382.635,"0,00526","0,00000","0,00526",2.012,0,2.012,1,"3,00",Médio,"44,16718196","6,848133498","0,029",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2566,776183343,320080515000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,016","0,036","0,036","224,816","0,4448083331","0,148","0,555","0,703",382.635,"0,14827","0,55519","0,70346",56.733,212.436,269.169,1,"1,00",Mínimo,"44,16718196","16,1951991","15,976",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2567,77618333,320080515000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"5,975","0,000","1,138","19,041","5,251856428","0,012","0,000","0,012",382.635,"0,01209","0,00000","0,01209",4.624,0,4.624,1,"3,00",Médio,"44,16718196","0,7063354792","0,357",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2568,776183621,320080515000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,026","0,000","0,001","3,704","27,00057878","0,000","0,000","0,000",382.635,"0,00046","0,00000","0,00046",175,0,175,1,"3,00",Médio,"44,16718196","5,629113787","0,947",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2569,77617229,320080515000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"0,029","0,005","0,005","18,637","5,365632776","0,012","0,000","0,012",382.635,"0,01158","0,00000","0,01158",4.430,0,4.430,1,"3,00",Médio,"44,16718196","26,77533578","0,417",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2570,77618337,320080515000004,Rural,3200805,Baixo Guandu,Espírito Santo,8,"5,923","0,000","1,106","18,668","5,356690584","0,012","0,000","0,012",382.635,"0,01162","0,00000","0,01162",4.445,0,4.445,1,"3,00",Médio,"44,16718196","2,991123082","1,117",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
2571,77618331,320080515000005,Rural,3200805,Baixo Guandu,Espírito Santo,8,"5,995","0,001","1,139","18,999","5,26355586","0,012","0,000","0,012",382.635,"0,01203","0,00000","0,01203",4.604,0,4.604,1,"3,00",Médio,"31,75024815","11,7762328","0,414","0,0000236","0,000002004036469","0,0000008296710982","0,00002359953346","0,03515555501","0,105","3,000",Médio,"254033,90"
